TimeStamp,Name,CPU_CORES,CPU_CORES_LOG,CPU_FREQ,RAM_TOTAL_GB,RAM_AV_GB,RAM_USED_GB,SWAP_TOTAL_GB,SWAP_USED_GB,CPU%,RAM%,RC,WC,RB,WB,dt,PRED
23:10:28:11:14:30,ResNet50,4,4,2808.004,11.68,7.81,3.43,0.95,0.46,38.510000000000005,33.02,0.0,0.0,0.0,0.0,1.0,True
23:10:28:11:15:30,ResNet50,4,4,2808.004,11.68,7.86,3.41,0.95,0.46,42.51818181818182,32.51818181818182,0.0,0.0,0.0,0.0,1.1,True
23:10:28:11:15:36,SS_EfficientNetV2B2,4,4,2808.004,11.68,7.9,3.37,0.95,0.46,42.8,32.403333333333336,0.0,0.6333333333333333,0.0,4369.066666666667,1.9000000000000008,True
23:10:28:11:15:47,SS_ConvNeXtBase,4,4,2808.004,11.68,7.54,3.73,0.95,0.46,40.48192771084339,34.42289156626508,0.0,2.132530120481928,0.0,11350.361445783132,5.299999999999997,True
23:10:28:11:16:32,ResNet50,4,4,2808.004,11.68,7.87,3.4,0.95,0.46,39.38181818181818,32.418181818181814,0.0,0.0,0.0,0.0,1.1,True
23:10:28:11:16:38,SS_EfficientNetV2B2,4,4,2808.004,11.68,7.92,3.36,0.95,0.46,37.17586206896552,32.28275862068966,0.0,1.0,0.0,5932.137931034483,1.8000000000000005,True
23:10:28:11:16:58,SS_ConvNeXtBase,4,4,2808.004,11.68,7.47,3.8,0.95,0.46,36.99390243902438,34.47560975609755,0.0,1.914634146341464,0.0,12387.90243902439,5.299999999999997,True
23:10:28:11:17:04,SS_EfficientNetV2B1,4,4,2808.004,11.68,7.95,3.31,0.95,0.46,37.3949494949495,34.03838383838383,0.0,1.7878787878787878,0.0,11667.39393939394,1.7000000000000004,True
23:10:28:11:17:38,ResNet50,4,4,2808.004,11.68,7.85,3.43,0.95,0.46,39.25,32.67,0.0,0.0,0.0,0.0,1.0,True
23:10:28:11:17:45,SS_EfficientNetV2B2,4,4,2808.004,11.68,7.87,3.38,0.95,0.46,44.566666666666656,32.690000000000005,0.0,0.6,0.0,4096.0,2.0000000000000004,True
23:10:28:11:17:57,SS_ConvNeXtBase,4,4,2808.004,11.68,7.54,3.73,0.95,0.46,47.20322580645163,34.586021505376365,0.1505376344086021,0.5913978494623656,1057.032258064516,4668.559139784947,6.299999999999994,True
23:10:28:11:18:02,SS_EfficientNetV2B1,4,4,2808.004,11.68,7.91,3.35,0.95,0.46,46.19739130434784,34.13478260869565,0.1217391304347826,2.0521739130434784,854.8173913043478,11255.095652173914,2.2000000000000006,True
23:10:28:11:18:06,SS_EfficientNetV2B0,4,4,2808.004,11.68,7.86,3.41,0.95,0.46,45.17692307692309,33.98461538461538,0.123076923076923,2.546153846153846,819.2,48206.769230769234,1.5000000000000002,True
23:10:28:11:18:12,SS_ResNet101,4,4,2808.004,11.68,7.75,3.51,0.95,0.46,44.26216216216218,33.939189189189186,0.1081081081081081,2.371621621621621,719.5675675675676,43229.40540540541,1.8000000000000005,True
23:10:28:11:18:18,SS_EfficientNetB1,4,4,2808.004,11.68,7.69,3.57,0.95,0.46,43.520238095238106,33.94940476190476,0.0952380952380952,2.196428571428572,633.9047619047619,38814.47619047619,2.0000000000000004,True
23:10:28:11:18:42,SS_ConvNeXtXLarge,4,4,2808.004,11.68,6.64,4.63,0.95,0.62,42.72307692307696,36.946558704453466,13.380566801619434,174.6518218623482,195845.18218623483,1558718.7044534413,7.899999999999988,True
23:10:28:11:18:47,SS_VGG19,4,4,2808.004,11.68,5.59,5.64,0.95,0.7,43.12380952380957,37.25079365079367,13.17063492063492,203.53571428571428,192772.0634920635,1772413.9682539685,0.5,True
23:10:28:11:18:58,SS_EfficientNetB5,4,4,2808.004,11.68,7.9,3.34,0.95,0.7,42.77003484320561,36.61742160278747,11.801393728222996,179.17073170731706,173031.0243902439,1558692.12543554,3.5000000000000018,True
23:10:28:11:19:04,SS_EfficientNetB2,4,4,2808.004,11.68,8.01,3.23,0.95,0.7,42.26601307189545,36.300980392156845,11.068627450980392,168.37254901960785,162287.2679738562,1463383.0065359478,1.9000000000000008,True
23:10:28:11:19:06,SS_MobileNet,4,4,2808.004,11.68,7.99,3.25,0.95,0.7,42.20128617363346,36.2273311897106,10.909967845659164,165.66559485530547,159862.53376205786,1439855.9485530546,0.5,True
23:10:28:11:19:10,SS_ResNet50V2,4,4,2808.004,11.68,7.88,3.36,0.95,0.7,42.06187500000002,36.14124999999999,10.640625,161.00625,158156.8,1399360.0,0.8999999999999999,True
23:10:28:11:19:20,SS_EfficientNetB4,4,4,2808.004,11.68,7.89,3.34,0.95,0.7,42.20142857142858,35.79828571428569,9.782857142857145,147.24285714285713,145162.24,1279695.7257142856,3.0000000000000013,False
23:10:28:11:19:27,SS_ConvNeXtTiny,4,4,2808.004,11.68,7.84,3.4,0.95,0.7,41.87606382978724,35.605851063829746,41.40691489361702,306.3324468085106,1925751.829787234,2648172.936170213,2.600000000000001,True
23:10:28:11:19:37,SS_InceptionResNetV2,4,4,2808.004,11.68,7.8,3.45,0.95,0.7,41.28550368550368,35.42088452088451,38.31695331695332,283.029484029484,1780381.248157248,2446690.751842752,3.1000000000000014,True
23:10:28:11:19:40,SS_VGG16,4,4,2808.004,11.68,7.06,4.17,0.95,0.7,41.44355231143551,35.460583941605826,37.98783454987834,280.2749391727494,1763592.097323601,2422878.6763990265,0.4,True
23:10:28:11:19:44,SS_EfficientNetB0,4,4,2808.004,11.68,7.26,3.98,0.95,0.7,41.393632075471686,35.53419811320755,36.84433962264151,271.7122641509434,1709674.2641509434,2348824.150943396,1.3,True
23:10:28:11:20:09,SS_EfficientNetV2L,4,4,2808.004,11.68,7.47,3.77,0.95,0.7,41.69096509240244,35.58542094455857,32.08624229979466,236.6160164271047,1488874.9733059548,2045325.4045174536,6.299999999999994,True
23:10:28:11:20:27,SS_DenseNet201,4,4,2808.004,11.68,7.33,3.91,0.95,0.7,41.37286821705423,35.67228682170545,30.300387596899224,223.4593023255814,1405880.558139535,1931057.6124031008,2.900000000000001,True
23:10:28:11:20:57,SS_ConvNeXtSmall,4,4,2808.004,11.68,7.61,3.63,0.95,0.7,41.35026178010468,35.57923211169283,27.28621291448517,201.3298429319372,1266028.565445026,1739477.5567190228,5.699999999999996,True
23:10:28:11:22:34,ResNet50,4,4,2808.004,11.68,8.08,3.14,0.95,0.7,60.03999999999999,30.706666666666663,2.933333333333333,2.8,12014.933333333332,27852.8,1.5000000000000002,True
23:10:28:11:22:40,SS_EfficientNetV2B2,4,4,2808.004,11.68,8.2,3.04,0.95,0.7,43.6625,30.271875,1.375,1.96875,5632.0,17664.0,1.7000000000000004,True
23:10:28:11:22:55,SS_ConvNeXtBase,4,4,2808.004,11.68,7.8,3.42,0.95,0.7,48.621505376344096,32.245161290322564,0.4946236559139785,1.5161290322580645,2290.2365591397847,12860.559139784946,6.099999999999994,True
23:10:28:11:23:01,SS_EfficientNetV2B1,4,4,2808.004,11.68,8.23,3.02,0.95,0.7,46.53545454545456,31.819090909090903,0.4181818181818181,1.5636363636363635,1936.290909090909,12585.89090909091,1.7000000000000004,True
23:10:28:11:23:06,SS_EfficientNetV2B0,4,4,2808.004,11.68,8.18,3.06,0.95,0.7,45.953600000000016,31.592800000000004,0.368,1.472,1703.936,11665.408,1.5000000000000002,True
23:10:28:11:23:13,SS_ResNet101,4,4,2808.004,11.68,8.06,3.19,0.95,0.7,44.80979020979022,31.586013986013988,0.3216783216783216,1.4405594405594406,1489.4545454545455,11113.622377622378,1.8000000000000005,True
23:10:28:11:23:19,SS_EfficientNetB1,4,4,2808.004,11.68,8.0,3.24,0.95,0.7,43.88765432098767,31.57716049382716,0.2839506172839506,1.3580246913580247,1314.7654320987654,10416.987654320988,1.9000000000000008,True
23:10:28:11:23:52,SS_ConvNeXtXLarge,4,4,2808.004,11.68,6.86,4.42,0.95,0.73,43.53539094650208,34.93744855967074,0.4814814814814814,1.5432098765432098,3775.7366255144034,10181.004115226337,8.099999999999987,True
23:10:28:11:24:00,SS_VGG19,4,4,2808.004,11.68,6.04,5.23,0.95,0.77,43.685020242915,35.15182186234815,0.4736842105263157,1.5182186234817814,3714.591093117409,10016.12955465587,0.4,True
23:10:28:11:24:12,SS_EfficientNetB5,4,4,2808.004,11.68,7.99,3.28,0.95,0.77,46.59251700680275,34.58741496598637,74.41496598639456,73.03061224489795,3391251.156462585,585560.8163265307,4.699999999999999,True
23:10:28:11:24:19,SS_EfficientNetB2,4,4,2808.004,11.68,8.07,3.2,0.95,0.77,46.92861635220128,34.30377358490565,68.80817610062893,67.57861635220125,3135359.1949685533,541805.4842767295,2.400000000000001,True
23:10:28:11:24:21,SS_MobileNet,4,4,2808.004,11.68,7.99,3.28,0.95,0.77,46.96346749226008,34.25913312693497,67.75541795665634,66.53250773993808,3086874.947368421,533418.4024767802,0.5,True
23:10:28:11:24:24,SS_ResNet50V2,4,4,2808.004,11.68,7.96,3.31,0.95,0.77,46.81777108433736,34.206927710843345,65.93373493975903,64.7289156626506,3003959.518072289,518958.265060241,0.8999999999999999,True
23:10:28:11:24:32,SS_EfficientNetB4,4,4,2808.004,11.68,7.88,3.39,0.95,0.77,46.27186629526462,34.034261838440074,60.98885793871866,59.91364902506964,2778092.033426184,480338.7186629527,2.700000000000001,False
23:10:28:11:24:37,SS_ConvNeXtTiny,4,4,2808.004,11.68,7.86,3.4,0.95,0.77,45.64663212435233,33.932124352331584,56.72279792746114,55.7979274611399,2583769.533678757,450305.32642487047,2.700000000000001,True
23:10:28:11:24:48,SS_InceptionResNetV2,4,4,2808.004,11.68,7.84,3.43,0.95,0.77,45.35323741007194,33.843405275779354,110.15827338129496,103.46282973621103,4834900.71942446,840770.3021582734,3.1000000000000014,True
23:10:28:11:24:55,SS_VGG16,4,4,2808.004,11.68,7.01,4.26,0.95,0.77,45.44750593824227,33.900950118764825,109.1163895486936,102.47980997624704,4788982.878859857,832781.9857482185,0.4,True
23:10:28:11:24:59,SS_EfficientNetB0,4,4,2808.004,11.68,7.33,3.94,0.95,0.77,45.50344036697247,34.015137614678885,105.36697247706422,98.99311926605505,4624243.082568808,804431.8532110092,1.5000000000000002,True
23:10:28:11:25:21,SS_EfficientNetV2L,4,4,2808.004,11.68,7.28,3.96,0.95,0.76,49.28781431334624,34.332882011605385,89.25918762088975,83.56866537717602,3902030.235976789,678937.7485493231,8.099999999999987,True
23:10:28:11:25:32,SS_DenseNet201,4,4,2808.004,11.68,7.39,3.88,0.95,0.76,48.72943327239488,34.45100548446068,84.36380255941499,79.0164533820841,3688024.921389397,641956.2705667276,3.0000000000000013,True
23:10:28:11:25:45,SS_ConvNeXtSmall,4,4,2808.004,11.68,7.7,3.56,0.95,0.76,48.13946488294314,34.4153846153846,77.16889632107024,72.30267558528428,3373494.3678929764,587399.2775919732,5.099999999999998,True
23:10:28:11:26:05,SS_EfficientNetB7,4,4,2808.004,11.68,7.43,3.83,0.95,0.76,49.53034379671149,34.52451420029898,72.29745889387145,64.95366218236174,3100665.8774289987,529259.5276532137,7.099999999999991,True
23:10:28:11:26:19,SS_InceptionV3,4,4,2808.004,11.68,7.7,3.57,0.95,0.74,49.561605839416046,34.512992700729974,70.62773722627738,63.51532846715328,3028349.197080292,517770.2773722628,1.6000000000000003,True
23:10:28:11:27:14,ResNet50,4,4,2808.004,11.68,8.34,2.93,0.95,0.74,30.43,28.40000000000001,0.4,2.9,1638.4,340787.2,1.0,True
23:10:28:11:27:21,SS_EfficientNetV2B2,4,4,2808.004,11.68,8.41,2.88,0.95,0.74,37.876666666666665,28.14999999999999,0.6666666666666666,7.733333333333333,3822.933333333333,147729.06666666668,2.0000000000000004,True
23:10:28:11:27:32,SS_ConvNeXtBase,4,4,2808.004,11.68,8.05,3.23,0.95,0.74,41.75340909090909,30.07727272727273,0.25,3.159090909090909,1396.3636363636365,57064.72727272727,5.799999999999995,True
23:10:28:11:27:38,SS_EfficientNetV2B1,4,4,2808.004,11.68,8.44,2.84,0.95,0.74,40.74150943396226,29.687735849056587,0.2075471698113207,2.7830188679245285,1159.245283018868,48456.45283018868,1.8000000000000005,True
23:10:28:11:27:42,SS_EfficientNetV2B0,4,4,2808.004,11.68,8.4,2.87,0.95,0.74,41.04918032786886,29.486065573770485,0.180327868852459,2.5163934426229506,1007.2131147540985,42705.83606557377,1.6000000000000003,True
23:10:28:11:27:49,SS_ResNet101,4,4,2808.004,11.68,8.3,2.98,0.95,0.74,40.91760563380283,29.409154929577475,3.2816901408450705,8.795774647887324,29883.49295774648,104765.2957746479,2.0000000000000004,True
23:10:28:11:27:54,SS_EfficientNetB1,4,4,2808.004,11.68,8.23,3.04,0.95,0.74,40.71552795031056,29.395652173913035,2.8944099378881987,7.832298136645963,26356.869565217392,92910.5093167702,1.9000000000000008,True
23:10:28:11:28:23,SS_ConvNeXtXLarge,4,4,2808.004,11.68,7.11,4.16,0.95,0.8,44.91511627906978,33.1271317829458,119.86434108527132,71.4922480620155,2773500.031007752,680380.527131783,9.699999999999982,True
23:10:28:11:28:30,SS_VGG19,4,4,2808.004,11.68,6.31,4.97,0.95,0.83,45.192775665399246,33.369201520912604,117.58555133079848,70.13307984790875,2720771.8935361216,667445.536121673,0.5,True
23:10:28:11:28:42,SS_EfficientNetB5,4,4,2808.004,11.68,8.26,3.02,0.95,0.82,46.94131147540984,32.76131147540992,105.6655737704918,60.72131147540984,2381105.5213114754,577898.5967213114,4.200000000000001,True
23:10:28:11:28:52,SS_EfficientNetB2,4,4,2808.004,11.68,8.34,2.94,0.95,0.82,47.04346504559271,32.470212765957534,97.95744680851064,56.51063829787234,2207407.854103344,537136.2431610943,2.400000000000001,True
23:10:28:11:28:54,SS_MobileNet,4,4,2808.004,11.68,8.33,2.94,0.95,0.82,46.94955223880598,32.405074626865755,96.20597014925372,55.49850746268657,2167884.417910448,527515.8925373134,0.6,True
23:10:28:11:28:59,SS_ResNet50V2,4,4,2808.004,11.68,8.21,3.06,0.95,0.82,47.863505747126446,32.3324712643679,92.72413793103448,53.793103448275865,2087653.5172413792,509975.5402298851,1.3,True
23:10:28:11:29:08,SS_EfficientNetB4,4,4,2808.004,11.68,8.25,3.02,0.95,0.82,47.19389920424405,32.08673740053058,85.60742705570291,49.74005305039788,1927129.973474801,471311.6180371353,2.900000000000001,False
23:10:28:11:29:16,SS_ConvNeXtTiny,4,4,2808.004,11.68,8.12,3.15,0.95,0.82,48.00559610705598,31.972019464720265,78.78832116788321,45.91240875912409,1768874.0437956203,437385.0316301703,3.4000000000000017,True
23:10:28:11:29:37,SS_InceptionResNetV2,4,4,2808.004,11.68,8.1,3.17,0.95,0.82,47.17836734693877,31.746938775510323,66.08979591836734,38.648979591836735,1483704.9469387757,376046.2367346938,7.899999999999988,True
23:10:28:11:29:47,SS_VGG16,4,4,2808.004,11.68,7.34,3.94,0.95,0.82,47.24808080808081,31.801010101010224,65.42222222222222,38.25858585858586,1468718.0282828284,372247.7898989899,0.5,True
23:10:28:11:29:53,SS_EfficientNetB0,4,4,2808.004,11.68,7.59,3.69,0.95,0.82,47.57413127413126,31.949227799227906,62.81274131274131,36.65250965250965,1404738.223938224,356763.1814671815,2.3000000000000007,True
23:10:28:11:30:18,SS_EfficientNetV2L,4,4,2808.004,11.68,7.76,3.52,0.95,0.82,47.44591836734693,32.09676870748306,55.34353741496599,32.324829931972786,1237563.2108843538,315001.90476190473,6.999999999999991,True
23:10:28:11:30:27,SS_DenseNet201,4,4,2808.004,11.68,7.67,3.61,0.95,0.82,47.157374392220405,32.19222042139388,52.74230145867099,30.88492706645057,1179395.734197731,302772.0713128039,2.900000000000001,True
23:10:28:11:30:40,SS_ConvNeXtSmall,4,4,2808.004,11.68,7.95,3.32,0.95,0.82,47.399999999999984,32.141237113402134,51.87481590574374,28.23269513991164,1130188.3475699555,276296.0117820324,6.199999999999994,True
23:10:28:11:30:55,SS_EfficientNetB7,4,4,2808.004,11.68,7.8,3.47,0.95,0.82,48.10603217158173,32.18887399463816,47.31769436997319,25.873994638069703,1029375.3136729222,253161.3512064343,6.699999999999992,True
23:10:28:11:31:02,SS_InceptionV3,4,4,2808.004,11.68,7.77,3.51,0.95,0.82,48.07918313570484,32.21660079051393,46.5098814229249,25.7364953886693,1011755.1725955204,254761.4861660079,1.3,True
23:10:28:11:31:16,SS_EfficientNetB6,4,4,2808.004,11.68,7.88,3.4,0.95,0.82,47.95877957658777,32.21519302615203,43.961394769613946,24.349937733499377,956316.5330012452,240995.78580323787,4.4,True
23:10:28:11:34:01,ResNet50,4,4,2808.004,11.68,8.27,3.01,0.95,0.81,70.06666666666666,29.03333333333333,1.1333333333333333,3.0,6007.466666666666,33314.13333333333,1.5000000000000002,True
23:10:28:11:34:09,SS_EfficientNetV2B2,4,4,2808.004,11.68,8.36,2.92,0.95,0.81,63.38333333333334,28.69761904761904,0.5,1.7857142857142858,2730.6666666666665,16969.14285714286,2.700000000000001,True
23:10:28:11:34:29,SS_ConvNeXtBase,4,4,2808.004,11.68,7.93,3.34,0.95,0.81,53.76814814814816,30.725185185185204,0.1555555555555555,0.9925925925925926,849.5407407407407,8313.362962962963,9.299999999999985,True
23:10:28:11:34:36,SS_EfficientNetV2B1,4,4,2808.004,11.68,8.4,2.88,0.95,0.81,53.30696202531647,30.32784810126581,0.1329113924050632,1.0379746835443038,725.873417721519,8503.088607594937,2.3000000000000007,True
23:10:28:11:34:43,SS_EfficientNetV2B0,4,4,2808.004,11.68,8.36,2.92,0.95,0.81,54.16557377049182,30.08196721311469,0.4590163934426229,431.2131147540984,4879.3879781420765,46693241.704918034,2.500000000000001,True
23:10:28:11:34:53,SS_ResNet101,4,4,2808.004,11.68,8.13,3.15,0.95,0.81,56.52535211267605,30.138497652582085,0.431924882629108,371.7136150234742,4422.910798122066,40711917.97183099,3.0000000000000013,True
23:10:28:11:35:02,SS_EfficientNetB1,4,4,2808.004,11.68,8.31,2.97,0.95,0.81,58.34367346938775,30.021632653061147,1.1755102040816328,323.2448979591837,7255.771428571428,35395044.83265306,3.200000000000001,True
23:10:28:11:35:57,SS_ConvNeXtXLarge,4,4,2808.004,11.68,6.97,4.31,0.95,0.95,57.097611940298485,32.630447761194,2.435820895522388,237.1880597014925,30811.701492537315,25895269.63582089,8.999999999999984,True
23:10:28:11:36:03,SS_VGG19,4,4,2808.004,11.68,5.84,5.45,0.95,0.95,57.53958944281524,32.93577712609967,2.4222873900293256,233.01466275659823,30918.1935483871,25439634.39296188,0.6,True
23:10:28:11:36:16,SS_EfficientNetB5,4,4,2808.004,11.68,8.24,3.04,0.95,0.95,56.63952254641909,32.58169761273208,2.1909814323607426,210.79575596816977,27965.793103448275,23010602.77984085,3.600000000000002,True
23:10:28:11:36:21,SS_EfficientNetB2,4,4,2808.004,11.68,8.38,2.9,0.95,0.95,55.6310606060606,32.37601010101008,2.0984848484848486,200.729797979798,26706.74747474748,21906931.07070707,1.9000000000000008,True
23:10:28:11:36:23,SS_MobileNet,4,4,2808.004,11.68,8.3,2.98,0.95,0.95,55.42094763092269,32.33167082294261,2.0723192019950125,198.2718204488778,26373.745635910225,21634124.608478803,0.5,True
23:10:28:11:36:28,SS_ResNet50V2,4,4,2808.004,11.68,8.26,3.02,0.95,0.95,55.12554744525547,32.25766423357663,68.4647201946472,504.1897810218978,874839.8248175182,45979388.88564477,1.0,True
23:10:28:11:36:37,SS_EfficientNetB4,4,4,2808.004,11.68,8.3,2.97,0.95,0.95,53.99130434782607,32.05446224256292,64.45080091533181,474.2608695652174,823296.0,43244391.68878719,2.600000000000001,False
23:10:28:11:36:44,SS_ConvNeXtTiny,4,4,2808.004,11.68,8.16,3.12,0.95,0.95,53.295032397408185,31.93952483801296,60.892008639308855,447.7192224622031,777311.101511879,40817042.52267819,2.600000000000001,True
23:10:28:11:37:06,SS_InceptionResNetV2,4,4,2808.004,11.68,8.0,3.21,0.95,0.95,53.35619999999998,31.914400000000004,58.912,414.702,748519.424,37797433.344,3.700000000000002,True
23:10:28:11:37:18,SS_VGG16,4,4,2808.004,11.68,7.21,4.01,0.95,0.95,53.742716535433054,32.014173228346465,58.003937007874015,408.1712598425197,736828.4724409449,37202198.173228346,0.7999999999999999,True
23:10:28:11:37:24,SS_EfficientNetB0,4,4,2808.004,11.68,7.87,3.33,0.95,0.95,53.73409090909088,32.08446969696969,56.33901515151515,392.8238636363636,713060.8484848485,35793815.27272727,2.0000000000000004,True
23:10:28:11:37:49,SS_EfficientNetV2L,4,4,2808.004,11.68,7.66,3.55,0.95,0.95,52.88988195615511,32.25109612141658,208.6762225969645,567.8988195615515,3584290.10455312,49143751.01517706,6.499999999999993,True
23:10:28:11:37:59,SS_DenseNet201,4,4,2808.004,11.68,8.07,3.14,0.95,0.95,52.03679999999997,32.227360000000026,198.0048,538.9168,3401324.9536,46628141.4656,3.200000000000001,True
23:10:28:11:38:11,SS_ConvNeXtSmall,4,4,2808.004,11.68,7.83,3.39,0.95,0.95,51.11748148148149,32.28533333333338,183.33777777777777,499.07851851851854,3149374.957037037,43174617.694814816,4.999999999999998,True
23:10:28:11:38:29,SS_EfficientNetB7,4,4,2808.004,11.68,7.8,3.41,0.95,0.95,50.68990450204639,32.32551159618008,168.83083219645297,459.6261937244202,2900174.7557980902,39758602.12824011,5.799999999999995,True
23:10:28:11:38:34,SS_InceptionV3,4,4,2808.004,11.68,8.02,3.19,0.95,0.95,50.42018716577543,32.325267379679126,165.4558823529412,450.4331550802139,2842081.882352941,38961501.09090909,1.5000000000000002,True
23:10:28:11:38:45,SS_EfficientNetB6,4,4,2808.004,11.68,7.73,3.49,0.95,0.95,50.06713021491786,32.371428571428545,156.4968394437421,426.0214917825537,2687737.203539823,36844093.49178255,4.300000000000001,True
23:10:28:11:38:52,SS_EfficientNetB3,4,4,2808.004,11.68,7.99,3.23,0.95,0.95,49.68819188191885,32.34120541205412,152.2619926199262,414.53751537515376,2615006.307503075,35847394.71586716,2.2000000000000006,True
23:10:28:11:39:26,SS_EfficientNetV2M,4,4,2808.004,11.68,7.71,3.51,0.95,0.94,49.20618436406072,32.41353558926485,144.4492415402567,393.3372228704784,2480766.058343057,34017522.55775963,4.4,False
23:10:28:11:39:35,SS_DenseNet121,4,4,2808.004,11.68,7.68,3.53,0.95,0.94,48.96605714285719,32.44811428571426,141.48,385.52342857142855,2429742.518857143,33497035.33714286,1.8000000000000005,True
23:10:28:11:40:09,SS_ResNet152,4,4,2808.004,11.68,7.68,3.54,0.95,0.94,48.62533185840715,32.5118362831858,136.94137168141592,373.17699115044246,2351797.238938053,32422652.60176992,2.900000000000001,True
23:10:28:11:41:04,ResNet50,4,4,2808.004,11.68,7.32,3.89,0.95,0.94,40.15179372197316,33.542227204783025,93.90732436472346,252.68011958146488,1598704.3109118086,21997603.970104635,1.0,True
23:10:28:11:41:10,SS_EfficientNetV2B2,4,4,2808.004,11.68,7.8,3.42,0.95,0.94,40.37330508474583,33.571610169491294,88.86299435028249,239.00776836158192,1511606.2372881356,20787155.88700565,2.1000000000000005,True
23:10:28:11:41:21,SS_ConvNeXtBase,4,4,2808.004,11.68,7.4,3.82,0.95,0.94,40.21777777777783,33.839492063491875,164.09777777777776,298.9155555555556,2986413.1047619046,25906490.026666667,5.399999999999997,True
23:10:28:11:41:27,SS_EfficientNetV2B1,4,4,2808.004,11.68,7.78,3.44,0.95,0.94,40.09842233009715,33.91990291262123,156.82888349514562,285.751213592233,2854126.601941748,24759698.640776698,2.3000000000000007,True
23:10:28:11:41:32,SS_EfficientNetV2B0,4,4,2808.004,11.68,7.74,3.48,0.95,0.94,40.24402110199306,33.91430246189906,151.58616647127783,276.09085580304804,2757650.0070339977,23918267.87338804,1.7000000000000004,True
23:10:28:11:41:39,SS_ResNet101,4,4,2808.004,11.68,7.49,3.71,0.95,0.94,41.01715083798895,33.98106145251385,218.63798882681564,337.21564245810055,4060630.239106145,29148049.59106145,2.1000000000000005,True
23:10:28:11:41:44,SS_EfficientNetB1,4,4,2808.004,11.68,7.43,3.79,0.95,0.94,40.99567801188561,34.050891410048536,211.4349000540249,326.15451107509455,3926824.7995678014,28187864.86007564,1.8000000000000005,True
23:10:28:11:42:25,SS_ConvNeXtXLarge,4,4,2808.004,11.68,6.23,4.99,0.95,0.95,40.36318939717837,36.73839247541687,178.34972210346302,260.5044890979051,3512690.373663959,22321913.32364258,9.79999999999998,True
23:10:28:11:42:39,SS_VGG19,4,4,2808.004,11.68,5.51,5.71,0.95,0.95,39.85938882187386,37.664012866907896,172.20948934459187,245.05790108564537,3765821.555287495,20993894.42058705,0.6,True
23:10:28:11:42:50,SS_EfficientNetB5,4,4,2808.004,11.68,5.62,5.6,0.95,0.95,39.87997716025897,38.36280928816146,163.9836315188428,232.09554625047585,3658616.740007613,19876329.19680244,3.700000000000002,True
23:10:28:11:42:57,SS_EfficientNetB2,4,4,2808.004,11.68,7.67,3.54,0.95,0.95,39.84649705014759,38.352101769911606,159.09402654867256,224.85066371681413,3571130.525073746,19254424.920353983,2.3000000000000007,True
23:10:28:11:42:59,SS_MobileNet,4,4,2808.004,11.68,7.66,3.56,0.95,0.95,39.799488304093664,38.31838450292407,157.80811403508773,222.88559941520467,3552378.760233918,19085610.29239766,0.6,True
23:10:28:11:43:04,SS_ResNet50V2,4,4,2808.004,11.68,7.48,3.73,0.95,0.95,40.03475151948527,38.27057561673233,217.1072577761888,267.5620307472292,5304861.837683232,22748944.56632106,1.2,True
23:10:28:11:43:14,SS_EfficientNetB4,4,4,2808.004,11.68,7.22,4.0,0.95,0.95,40.601751373626456,38.23313873626381,208.8070054945055,257.0412087912088,5096913.582417582,21851021.362637363,2.800000000000001,False
23:10:28:11:43:22,SS_ConvNeXtTiny,4,4,2808.004,11.68,7.35,3.85,0.95,0.95,40.612856196156464,38.22117296222672,666.6756129887343,248.032140490391,16477836.129887342,21084129.463220675,3.4000000000000017,True
23:10:28:11:43:36,SS_InceptionResNetV2,4,4,2808.004,11.68,7.12,4.1,0.95,0.95,40.51299968523773,38.238180673591565,634.3053194837897,235.68870003147623,15660400.407932011,20030304.45325779,3.1000000000000014,True
23:10:28:11:43:46,SS_VGG16,4,4,2808.004,11.68,6.37,4.84,0.95,0.95,39.97883323152116,38.43011606597451,621.6597434331094,228.71136224801467,15436906.966401955,19436924.32498473,0.4,True
23:10:28:11:43:50,SS_EfficientNetB0,4,4,2808.004,11.68,6.61,4.6,0.95,0.95,39.87877784467195,38.506080674292754,613.116195063215,225.44099939795305,15224638.420228776,19156489.555689342,1.3,True
23:10:28:11:44:15,SS_EfficientNetV2L,4,4,2808.004,11.68,7.01,4.18,0.95,0.95,39.91042067638162,38.53390156722611,568.7385207588673,205.96783062963985,14120722.089634314,17497754.430574648,7.499999999999989,True
23:10:28:11:44:25,SS_DenseNet201,4,4,2808.004,11.68,7.47,3.74,0.95,0.95,39.6030666666666,38.48464000000025,553.0834666666667,199.8117333333333,13703167.1808,16970833.92,2.700000000000001,True
23:10:28:11:44:39,SS_ConvNeXtSmall,4,4,2808.004,11.68,7.25,3.96,0.95,0.95,39.70630882727031,38.45469346222358,773.1228694988553,226.1137115237853,19259129.422538795,19095505.892648183,5.1999999999999975,True
23:10:28:11:44:59,SS_EfficientNetB7,4,4,2808.004,11.68,7.1,4.11,0.95,0.95,40.13595800524919,38.48422810785036,961.283703173467,245.42925316153665,23896267.04080172,20636794.410880458,7.39999999999999,True
23:10:28:11:45:05,SS_InceptionV3,4,4,2808.004,11.68,6.98,4.23,0.95,0.95,40.48937617260769,38.505792682927066,945.2600844277672,241.26008442776737,23531748.38273921,20284042.326454032,1.6000000000000003,True
