TimeStamp,Name,CPU_CORES,CPU_CORES_LOG,CPU_FREQ,RAM_TOTAL_GB,RAM_AV_GB,RAM_USED_GB,SWAP_TOTAL_GB,SWAP_USED_GB,CPU%,RAM%,RC,WC,RB,WB,dt,accuracy,precision,recall,f1
23:11:22:13:12:18,SS_EfficientNetV2B2,4,4,2808.002,9.48,7.36,1.76,0.95,0.0,34.77169811320755,21.905660377358505,5.886792452830188,2.60377358490566,543608.7547169811,17311.396226415094,5.299999999999997,0.9,1.0,0.9,0.92
23:11:22:13:13:15,SS_ConvNeXtBase,4,4,2808.002,9.48,6.87,2.24,0.95,0.0,34.902692307692334,26.642115384615263,1.5038461538461538,1.1192307692307693,142918.8923076923,7892.676923076923,46.7000000000004,0.9,1.0,0.9,0.9166666666666666
23:11:22:13:13:22,SS_EfficientNetV2B1,4,4,2808.002,9.48,7.22,1.89,0.95,0.0,34.80805008944545,26.418962432915805,1.4704830053667264,1.069767441860465,143411.2915921288,7576.500894454382,3.900000000000002,0.85,1.0,0.85,0.8714285714285716
23:11:22:13:13:28,SS_EfficientNetV2B0,4,4,2808.002,9.48,7.23,1.88,0.95,0.0,34.83327702702702,26.282601351351243,37.79391891891892,3.425675675675676,3160679.783783784,22970.81081081081,3.3000000000000016,0.8,1.0,0.8,0.8547619047619047
23:11:22:13:13:39,SS_ResNet101,4,4,2808.002,9.48,7.05,2.06,0.95,0.0,35.76950464396285,26.22647058823518,34.71517027863777,3.176470588235294,2909054.018575852,21291.59133126935,5.399999999999997,0.7,1.0,0.7,0.7416666666666666
23:11:22:13:13:47,SS_EfficientNetB1,4,4,2808.002,9.48,7.21,1.91,0.95,0.0,35.66226415094337,26.15500725689396,32.6066763425254,2.9970972423802613,2736229.0624092887,20129.253991291727,4.300000000000001,0.85,1.0,0.85,0.8866666666666667
23:11:22:13:15:48,SS_ConvNeXtXLarge,4,4,2808.002,9.48,5.81,3.31,0.95,0.0,38.47715860379676,33.38303735456206,13.783221065523575,1.6007348438456828,1158315.1892222902,10860.796080832824,94.39999999999893,0.8,1.0,0.8,0.8642857142857142
23:11:22:13:16:02,SS_VGG19,4,4,2808.002,9.48,5.27,3.85,0.95,0.0,39.37062314540064,33.76480712166167,46.07596439169139,2.949554896142433,4797298.402373888,19748.310979228485,5.1999999999999975,0.8,1.0,0.8,0.825
23:11:22:13:16:21,SS_EfficientNetB5,4,4,2808.002,9.48,6.81,2.31,0.95,0.0,40.61892341842404,33.34106548279684,74.75693673695893,4.148168701442842,8062294.091009988,27576.39955604884,11.699999999999974,0.9,0.95,0.9,0.9214285714285716
23:11:22:13:16:29,SS_EfficientNetB2,4,4,2808.002,9.48,6.98,2.13,0.95,0.0,40.55119176598055,33.17091007583959,72.99566630552546,4.071505958829903,7873392.884073673,27061.11375947996,4.4,0.85,1.0,0.85,0.8666666666666666
